location,date,sample,density,quantity
limmat_dietikon_keiserp,2017-10-28,5.0,0.645,40.0
limmat_dietikon_keiserp,2017-11-27,6.0,0.5,31.0
limmat_dietikon_keiserp,2017-12-29,7.0,0.565,35.0
limmat_dietikon_keiserp,2018-01-29,8.0,0.806,50.0
Limmat_Unterengstringen_OggierBührer,2017-04-23,1.0,1.214,34.0
Limmat_Unterengstringen_OggierBührer,2017-05-09,2.0,0.929,26.0
Limmat_Unterengstringen_OggierBührer,2017-06-14,3.0,0.893,25.0
Limmat_Unterengstringen_OggierBührer,2017-07-15,4.0,1.179,33.0
Limmat_Unterengstringen_OggierBührer,2017-08-09,5.0,1.214,34.0
Limmat_Unterengstringen_OggierBührer,2017-09-24,6.0,0.607,17.0
Limmat_Unterengstringen_OggierBührer,2017-10-16,7.0,0.286,8.0
Limmat_Unterengstringen_OggierBührer,2017-11-30,8.0,0.107,3.0
Limmat_Unterengstringen_OggierBührer,2017-12-27,9.0,1.107,31.0
Limmat_Unterengstringen_OggierBührer,2018-01-19,10.0,0.821,23.0
Limmat_Unterengstringen_OggierBührer,2018-02-14,11.0,0.25,7.0
Limmat_Zuerich_JansenA,2017-04-13,1.0,0.593,32.0
Limmat_Zuerich_JansenA,2017-05-11,2.0,0.241,13.0
Limmat_Zuerich_JansenA,2017-06-15,3.0,0.815,44.0
Limmat_Zuerich_JansenA,2017-07-13,4.0,0.648,35.0
Limmat_Zuerich_JansenA,2017-08-17,5.0,1.204,65.0
Limmat_Zuerich_JansenA,2017-09-07,6.0,0.204,11.0
Limmat_Zuerich_JansenA,2017-10-11,7.0,0.148,8.0
Limmat_Zuerich_JansenA,2017-11-16,8.0,0.019,1.0
Limmat_Zuerich_JansenA,2017-12-14,9.0,0.13,7.0
Limmat_Zuerich_JansenA,2018-01-17,10.0,0.037,2.0
Limmat_Zuerich_JansenA,2018-02-13,11.0,0.0,0.0
limmat_zuerich_suterd&glauserp,2017-04-10,1.0,2.976,125.0
limmat_zuerich_suterd&glauserp,2017-05-16,2.0,0.524,22.0
limmat_zuerich_suterd&glauserp,2017-06-14,3.0,3.524,148.0
limmat_zuerich_suterd&glauserp,2017-07-12,4.0,4.69,197.0
limmat_zuerich_suterd&glauserp,2017-08-21,5.0,1.548,65.0
limmat_zuerich_suterd&glauserp,2017-09-26,6.0,0.571,24.0
limmat_zuerich_suterd&glauserp,2017-10-18,7.0,0.5,21.0
limmat_zuerich_suterd&glauserp,2017-11-23,8.0,0.238,10.0
limmat_zuerich_suterd&glauserp,2017-12-21,9.0,0.143,6.0
limmat_zuerich_suterd&glauserp,2018-01-31,10.0,0.024,1.0
limmat_zuerich_suterd&glauserp,2018-02-24,11.0,0.476,20.0
Limmat_Zuerich_WagnerC,2017-04-30,1.0,0.514,18.0
Limmat_Zuerich_WagnerC,2017-05-30,2.0,1.086,38.0
Limmat_Zuerich_WagnerC,2017-06-30,3.0,1.686,59.0
Limmat_Zuerich_WagnerC,2017-07-27,4.0,0.086,3.0
Limmat_Zuerich_WagnerC,2017-08-31,5.0,0.257,9.0
Limmat_Zuerich_WagnerC,2017-10-07,6.0,0.114,4.0
Limmat_Zuerich_WagnerC,2017-11-03,7.0,0.6,21.0
Limmat_Zuerich_WagnerC,2017-12-31,8.0,0.314,11.0
limmat_zürich_mortensena_meiera,2017-05-04,1.0,1.586,46.0
limmat_zürich_mortensena_meiera,2017-06-23,2.0,11.138,323.0
limmat_zürich_mortensena_meiera,2017-08-07,3.0,1.345,39.0
Lorze_Baar_BlarerE,2017-04-07,1.0,1.324,45.0
Lorze_Baar_BlarerE,2017-05-06,2.0,0.941,32.0
Lorze_Baar_BlarerE,2017-06-02,3.0,0.853,29.0
Lorze_Baar_BlarerE,2017-07-08,4.0,0.706,24.0
Lorze_Baar_BlarerE,2017-08-06,5.0,0.882,30.0
Lorze_Baar_BlarerE,2017-09-10,6.0,0.676,23.0
Lorze_Baar_BlarerE,2017-10-21,7.0,0.353,12.0
Lorze_Baar_BlarerE,2017-11-04,8.0,0.794,27.0
Lorze_Baar_BlarerE,2017-12-23,9.0,0.324,11.0
Lorze_Baar_BlarerE,2018-01-20,10.0,0.5,17.0
Lorze_Baar_BlarerE,2018-02-10,11.0,0.441,15.0
lötschebach_bern_scheurerk,2017-05-21,1.0,0.269,46.0
lötschebach_bern_scheurerk,2017-07-09,2.0,0.012,2.0
lötschebach_bern_scheurerk,2017-08-26,3.0,0.053,9.0
lötschebach_bern_scheurerk,2017-09-17,4.0,0.0,0.0
lötschebach_bern_scheurerk,2017-11-22,5.0,0.029,5.0
lötschebach_bern_scheurerk,2018-01-29,6.0,0.123,21.0
lötschebach_bern_scheurerk,2018-02-20,7.0,0.07,12.0
Mammern swisslitterreport,2017-04-08,1.0,0.24,90.0
Mammern swisslitterreport,2017-06-15,2.0,0.581,218.0
Mammern swisslitterreport,2017-07-24,3.0,0.32,120.0
Mammern swisslitterreport,2017-08-26,4.0,0.568,213.0
Mammern swisslitterreport,2017-10-30,5.0,0.149,56.0
Mammern swisslitterreport,2017-11-04,6.0,0.061,23.0
Mammern swisslitterreport,2018-01-01,7.0,0.035,13.0
Mammern swisslitterreport,2018-02-03,8.0,0.061,23.0
Murg_Waengi_StrickerR,2017-04-15,1.0,0.769,10.0
Murg_Waengi_StrickerR,2017-06-20,2.0,0.077,1.0
Murg_Waengi_StrickerR,2017-07-15,3.0,0.077,1.0
Murg_Waengi_StrickerR,2017-08-22,4.0,0.462,6.0
Murg_Waengi_StrickerR,2017-09-22,5.0,,
Murg_Waengi_StrickerR,2017-10-19,6.0,,
Murg_Waengi_StrickerR,2017-11-20,7.0,0.462,6.0
Murg_Waengi_StrickerR,2017-12-27,8.0,0.308,4.0
Murg_Waengi_StrickerR,2018-01-28,9.0,0.462,6.0
Murg_Waengi_StrickerR,2018-02-26,10.0,0.231,3.0
Neuenburgersee_Cudrefin_MatterA,2017-04-07,1.0,5.2,26.0
Neuenburgersee_Cudrefin_MatterA,2017-05-28,2.0,5.4,27.0
Neuenburgersee_Cudrefin_MatterA,2017-06-25,3.0,5.2,26.0
Neuenburgersee_Cudrefin_MatterA,2017-07-29,4.0,4.2,21.0
Neuenburgersee_Cudrefin_MatterA,2017-08-20,5.0,3.8,19.0
Neuenburgersee_Cudrefin_MatterA,2017-09-24,6.0,6.0,30.0
Neuenburgersee_Cudrefin_MatterA,2017-10-28,7.0,4.6,23.0
Neuenburgersee_Cudrefin_MatterA,2017-12-17,8.0,4.2,21.0
Ognonnaz-1,2017-05-03,1.0,2.872,135.0
Pfaffner_Rothrist_Ischik,2017-04-08,1.0,2.714,38.0
Pfaffner_Rothrist_Ischik,2017-05-30,2.0,1.143,16.0
Pfaffner_Rothrist_Ischik,2017-06-22,3.0,0.5,7.0
Pfaffner_Rothrist_Ischik,2017-07-17,4.0,0.357,5.0
Pfaffner_Rothrist_Ischik,2017-08-28,5.0,0.643,9.0
Pfaffner_Rothrist_Ischik,2017-09-24,6.0,0.286,4.0
Pfaffner_Rothrist_Ischik,2017-10-07,7.0,0.357,5.0
Pfaffner_Rothrist_Ischik,2017-11-24,8.0,0.5,7.0
Pfaffner_Rothrist_Ischik,2017-12-27,9.0,0.357,5.0
Reuss,2017-04-24,1.0,0.25,1.0
reuss_hünenberg_eberhardy,2017-04-10,1.0,1.607,45.0
reuss_hünenberg_eberhardy,2017-05-09,2.0,1.179,33.0
reuss_hünenberg_eberhardy,2017-06-12,3.0,1.214,34.0
reuss_hünenberg_eberhardy,2017-07-09,4.0,0.964,27.0
reuss_hünenberg_eberhardy,2017-08-23,5.0,1.536,43.0
reuss_hünenberg_eberhardy,2017-09-20,6.0,0.321,9.0
reuss_hünenberg_eberhardy,2017-10-31,7.0,0.357,10.0
reuss_hünenberg_eberhardy,2017-11-18,8.0,0.25,7.0
reuss_hünenberg_eberhardy,2017-12-31,9.0,0.821,23.0
reuss_hünenberg_eberhardy,2018-01-31,10.0,1.143,32.0
reuss_hünenberg_eberhardy,2018-02-26,11.0,0.214,6.0
reuss_ottenbach_schoenenbergerl,2017-04-27,1.0,1.818,20.0
reuss_ottenbach_schoenenbergerl,2017-05-28,2.0,3.364,37.0
reuss_ottenbach_schoenenbergerl,2017-06-24,3.0,4.091,45.0
reuss_ottenbach_schoenenbergerl,2017-07-30,4.0,3.818,42.0
reuss_ottenbach_schoenenbergerl,2017-08-27,5.0,2.364,26.0
reuss_ottenbach_schoenenbergerl,2017-09-25,6.0,0.909,10.0
reuss_ottenbach_schoenenbergerl,2017-10-29,7.0,0.545,6.0
reuss_ottenbach_schoenenbergerl,2017-11-26,8.0,0.273,3.0
reuss_ottenbach_schoenenbergerl,2017-12-31,9.0,0.727,8.0
reuss_ottenbach_schoenenbergerl,2018-01-28,10.0,1.0,11.0
reuss_ottenbach_schoenenbergerl,2018-02-25,11.0,0.636,7.0
Reuss_St.Karli_LinigerS/ImhofY,2017-04-30,1.0,8.714,122.0
Reuss_St.Karli_LinigerS/ImhofY,2017-05-04,2.0,1.214,17.0
Reuss_St.Karli_LinigerS/ImhofY,2017-07-07,3.0,3.357,47.0
Reuss_St.Karli_LinigerS/ImhofY,2017-10-06,4.0,2.0,28.0
Rhein_Basel,2017-05-04,1.0,3.0,174.0
Rhein_Basel,2017-05-24,2.0,1.569,91.0
Rhein_Basel,2017-06-01,3.0,3.397,197.0
Rhein_Basel,2017-07-31,4.0,4.31,250.0
Rhein_Basel,2017-08-30,5.0,3.655,212.0
Rhein_Basel_BlarerP_1,2017-04-22,1.0,7.579,288.0
Rhein_Basel_BlarerP_1,2017-05-29,2.0,5.737,218.0
Rhein_Basel_BlarerP_1,2017-06-21,3.0,3.947,150.0
Rhein_Basel_BlarerP_1,2017-07-26,4.0,6.237,237.0
Rhein_Basel_BlarerP_1,2017-08-30,5.0,4.842,184.0
Rhein_Basel_BlarerP_1,2017-09-28,6.0,3.5,133.0
Rhein_Basel_BlarerP_1,2017-10-27,7.0,2.368,90.0
Rhein_Basel_BlarerP_1,2017-11-24,8.0,1.632,62.0
Rhein_Basel_BlarerP_1,2017-12-16,9.0,1.658,63.0
Rhein_Basel_BlarerP_1,2018-01-21,10.0,1.263,48.0
Rhein_Basel_BlarerP_1,2018-02-26,11.0,0.816,31.0
Rhein_Basel_BlarerP_2,2017-04-22,1.0,11.379,330.0
Rhein_Basel_BlarerP_2,2017-05-29,2.0,9.31,270.0
Rhein_Basel_BlarerP_2,2017-06-21,3.0,7.103,206.0
Rhein_Basel_BlarerP_2,2017-07-26,4.0,21.241,616.0
Rhein_Basel_BlarerP_2,2017-08-30,5.0,20.345,590.0
Rhein_Basel_BlarerP_2,2017-09-28,6.0,9.345,271.0
Rhein_Basel_BlarerP_2,2017-10-27,7.0,11.069,321.0
Rhein_Basel_BlarerP_2,2017-11-24,8.0,6.828,198.0
Rhein_Basel_BlarerP_2,2017-12-16,9.0,5.069,147.0
Rhein_Basel_BlarerP_2,2018-01-21,10.0,8.793,255.0
Rhein_Basel_BlarerP_2,2018-02-26,11.0,4.862,141.0
Rhein_Basel_HungerbuehlerN,2017-04-23,1.0,0.576,19.0
Rhein_Basel_HungerbuehlerN,2017-05-21,2.0,0.121,4.0
Rhein_Basel_HungerbuehlerN,2017-06-30,3.0,0.061,2.0
Rhein_Basel_HungerbuehlerN,2017-07-30,4.0,0.0,0.0
Rhein_Basel_HungerbuehlerN,2017-08-27,5.0,0.091,3.0
Rhein_Basel_HungerbuehlerN,2017-09-27,6.0,0.212,7.0
Rhein_Basel_HungerbuehlerN,2017-10-29,7.0,0.152,5.0
Rhein_Basel_HungerbuehlerN,2017-11-26,8.0,0.03,1.0
Rhein_Basel_HungerbuehlerN,2017-12-31,9.0,0.0,0.0
Rhein_Basel_HungerbuehlerN,2018-01-29,10.0,0.0,0.0
Rhein_Basel_HungerbuehlerN,2018-02-27,11.0,0.0,0.0
Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,2017-04-22,1.0,14.21,2643.0
Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,2017-05-20,2.0,7.742,1440.0
Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,2017-06-24,3.0,24.898,4631.0
Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,2017-07-22,4.0,12.317,2291.0
Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,2017-08-19,5.0,8.07,1501.0
Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,2017-09-23,6.0,5.409,1006.0
Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,2017-10-21,7.0,5.602,1042.0
Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,2017-11-25,8.0,1.022,190.0
Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,2017-12-16,9.0,1.108,206.0
Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,2018-01-20,10.0,0.452,84.0
Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,2018-02-24,11.0,0.812,151.0
rhein_domatems_foppa_f,2017-04-10,1.0,0.476,20.0
rhein_domatems_foppa_f,2017-05-22,2.0,0.69,29.0
rhein_domatems_foppa_f,2017-06-25,3.0,1.024,43.0
rhein_domatems_foppa_f,2017-07-30,4.0,0.881,37.0
rhein_domatems_foppa_f,2017-09-25,5.0,0.381,16.0
rhein_domatems_foppa_f,2017-10-05,6.0,0.524,22.0
rhein_domatems_foppa_f,2017-11-23,7.0,0.571,24.0
rhein_eglisau_gomringerp,2017-04-12,1.0,0.833,5.0
rhein_eglisau_gomringerp,2017-05-22,2.0,0.5,3.0
rhein_eglisau_gomringerp,2017-06-27,3.0,3.5,21.0
rhein_eglisau_gomringerp,2017-07-23,4.0,3.333,20.0
rhein_eglisau_gomringerp,2017-08-30,5.0,2.167,13.0
rhein_eglisau_gomringerp,2017-10-25,6.0,2.167,13.0
rhein_eglisau_gomringerp,2017-11-30,7.0,0.5,3.0
rhein_eglisau_gomringerp,2017-12-31,8.0,0.167,1.0
rhein_eglisau_gomringerp,2018-02-28,9.0,1.833,11.0
Rhein_Hemishofen_StollL,2017-04-18,1.0,12.485,412.0
Rhein_Hemishofen_StollL,2017-05-05,2.0,0.273,9.0
Rhein_Hemishofen_StollL,2017-06-17,3.0,0.818,27.0
Rhein_Hemishofen_StollL,2017-07-23,4.0,0.697,23.0
Rhein_Hemishofen_StollL,2017-08-27,5.0,1.03,34.0
Rhein_Hemishofen_StollL,2017-09-30,6.0,0.182,6.0
Rhein_Hemishofen_StollL,2017-10-29,7.0,0.03,1.0
Rhein_Hemishofen_StollL,2017-11-30,8.0,0.152,5.0
Rhein_Hemishofen_StollL,2017-12-31,9.0,0.03,1.0
Rhein_Hemishofen_StollL,2018-01-30,10.0,0.091,3.0
Rhein_Hemishofen_StollL,2018-02-28,11.0,0.03,1.0
rhein_laag_jungbluthn,2017-05-06,1.0,0.061,10.0
rhein_laag_jungbluthn,2017-05-12,2.0,0.025,4.0
rhein_laag_jungbluthn,2017-06-01,3.0,0.049,8.0
rhein_laag_jungbluthn,2017-06-18,4.0,0.025,4.0
rhein_laag_jungbluthn,2017-06-25,5.0,0.006,1.0
rhein_laag_jungbluthn,2017-07-09,6.0,0.012,2.0
rhein_laag_jungbluthn,2017-07-22,7.0,0.025,4.0
rhein_laag_jungbluthn,2017-08-02,8.0,0.104,17.0
rhein_laag_jungbluthn,2017-08-20,9.0,0.012,2.0
rhein_laag_jungbluthn,2017-08-27,10.0,0.018,3.0
rhein_laag_jungbluthn,2017-09-10,11.0,0.018,3.0
rhein_laag_jungbluthn,2017-09-24,12.0,0.012,2.0
rhein_laag_jungbluthn,2017-09-27,13.0,0.012,2.0
rhein_laag_jungbluthn,2017-10-04,14.0,0.018,3.0
rhein_laag_jungbluthn,2017-10-21,15.0,0.006,1.0
rhein_laag_jungbluthn,2017-12-15,16.0,0.018,3.0
schiffenensee_duedingen_hirschij,2017-05-29,1.0,0.179,5.0
schiffenensee_duedingen_hirschij,2017-06-27,2.0,0.929,13.0
sempachersee_sempach_tampec,2017-04-22,1.0,66.562,1065.0
sempachersee_sempach_tampec,2017-05-25,2.0,59.125,946.0
sempachersee_sempach_tampec,2017-06-27,3.0,74.438,1191.0
sempachersee_sempach_tampec,2017-07-15,4.0,35.375,566.0
sempachersee_sempach_tampec,2017-08-15,5.0,23.188,371.0
sempachersee_sempach_tampec,2017-09-15,6.0,19.125,306.0
sempachersee_sempach_tampec,2017-10-28,7.0,17.625,282.0
sempachersee_sempach_tampec,2017-11-30,8.0,10.812,173.0
Sense_Törishaus_g-cubes,2017-04-24,1.0,3.049,125.0
Sense_Törishaus_g-cubes,2017-05-19,2.0,2.439,100.0
Sense_Törishaus_g-cubes,2017-07-18,3.0,1.61,66.0
Sense_Törishaus_g-cubes,2017-09-19,4.0,2.415,99.0
Sense_Törishaus_g-cubes,2017-10-20,5.0,2.707,111.0
Sense_Törishaus_g-cubes,2017-11-25,6.0,1.463,60.0
Sense_Törishaus_g-cubes,2018-01-16,7.0,1.0,41.0
Sihl_Adliswil_Oggi_Fort,2017-04-24,1.0,0.849,45.0
Sihl_Adliswil_Oggi_Fort,2017-05-12,2.0,1.019,54.0
Sihl_Adliswil_Oggi_Fort,2017-06-13,3.0,1.755,93.0
Sihl_Adliswil_Oggi_Fort,2017-07-24,4.0,1.208,64.0
Sihl_Adliswil_Oggi_Fort,2017-08-21,5.0,1.528,81.0
Sihl_Adliswil_Oggi_Fort,2017-09-18,6.0,0.698,37.0
Sihl_Adliswil_Oggi_Fort,2017-10-19,7.0,1.528,81.0
Sihl_Adliswil_Oggi_Fort,2017-11-29,8.0,2.094,111.0
Sihl_Adliswil_Oggi_Fort,2017-12-27,9.0,1.094,58.0
Sihl_Adliswil_Oggi_Fort,2018-01-26,10.0,1.509,80.0
Sihl_Adliswil_Oggi_Fort,2018-02-23,11.0,1.83,97.0
Sihl_Horgen_BucherF,2017-04-27,1.0,0.125,3.0
Sihl_Horgen_BucherF,2017-05-25,2.0,0.625,15.0
Sihl_Horgen_BucherF,2017-06-22,3.0,0.833,20.0
Sihl_Horgen_BucherF,2017-07-20,4.0,0.875,21.0
Sihl_Horgen_BucherF,2017-08-24,5.0,0.25,6.0
Sihl_Horgen_BucherF,2017-09-21,6.0,0.458,11.0
Sihl_Horgen_BucherF,2017-10-26,7.0,0.0,0.0
Sihl_Horgen_BucherF,2017-11-27,8.0,0.0,0.0
Sihl_Horgen_BucherF,2017-12-27,9.0,2.292,55.0
Sihl_Horgen_BucherF,2018-01-26,10.0,2.5,60.0
Sihl_Horgen_BucherF,2018-02-23,11.0,2.458,59.0
sihl_leimbach_kruegerm,2017-04-13,1.0,0.354,35.0
sihl_leimbach_kruegerm,2017-05-24,2.0,0.556,55.0
sihl_leimbach_kruegerm,2017-06-22,3.0,0.414,41.0
sihl_leimbach_kruegerm,2017-07-24,4.0,0.343,34.0
sihl_leimbach_kruegerm,2017-08-27,5.0,0.222,22.0
sihl_leimbach_kruegerm,2017-10-18,6.0,0.101,10.0
sihl_leimbach_kruegerm,2017-12-25,7.0,0.03,3.0
sihl_leimbach_kruegerm,2018-01-26,8.0,0.815,22.0
sihl_leimbach_kruegerm,2018-02-25,9.0,0.259,7.0
Sihl_Menzingen_Kucharska_Magdalena,2017-05-08,1.0,0.08,4.0
Sihl_Menzingen_Kucharska_Magdalena,2017-06-01,2.0,0.3,15.0
Sihl_Menzingen_Kucharska_Magdalena,2017-07-15,3.0,0.12,6.0
Sihl_Menzingen_Kucharska_Magdalena,2017-08-20,4.0,0.1,5.0
Sihl_Menzingen_Kucharska_Magdalena,2017-09-30,5.0,0.06,3.0
Sihl_Menzingen_Kucharska_Magdalena,2017-10-30,6.0,0.0,0.0
Sihl_Menzingen_Kucharska_Magdalena,2017-11-30,7.0,,
Sihl_Menzingen_Kucharska_Magdalena,2017-12-31,8.0,,
Sihl_Menzingen_Kucharska_Magdalena,2018-01-29,9.0,0.06,3.0
Sihl_Menzingen_Kucharska_Magdalena,2018-02-26,10.0,0.1,5.0
sihl_zuerich_eggerskoehlingera,2017-04-09,1.0,2.469,79.0
sihl_zuerich_eggerskoehlingera,2017-05-11,2.0,0.656,21.0
sihl_zuerich_eggerskoehlingera,2017-06-26,3.0,1.5,48.0
sihl_zuerich_eggerskoehlingera,2017-07-24,4.0,1.781,57.0
sihl_zuerich_eggerskoehlingera,2017-08-29,5.0,1.312,42.0
sihl_zuerich_eggerskoehlingera,2017-09-28,6.0,0.938,30.0
sihl_zuerich_eggerskoehlingera,2017-10-26,7.0,0.938,30.0
sihl_zuerich_eggerskoehlingera,2017-11-30,8.0,1.406,45.0
sihl_zuerich_eggerskoehlingera,2018-01-09,9.0,1.75,56.0
sihl_zuerich_eggerskoehlingera,2018-02-28,10.0,2.5,80.0
Sihl_zuerich_eichenbergerD,2017-06-23,1.0,0.17,8.0
Sihl_zuerich_eichenbergerD,2017-07-31,2.0,2.043,96.0
Sihl_zuerich_eichenbergerD,2017-08-27,3.0,0.128,6.0
Sihl_zuerich_eichenbergerD,2017-10-16,4.0,0.043,2.0
Sihl_zuerich_eichenbergerD,2017-11-29,5.0,0.106,5.0
Sihl_zuerich_eichenbergerD,2018-01-22,6.0,0.021,1.0
Sihl_Zuerich_ScherfS,2017-04-17,2.0,0.842,16.0
Sihl_Zuerich_ScherfS,2017-05-21,3.0,2.368,45.0
Sihl_Zuerich_ScherfS,2017-06-25,4.0,3.211,61.0
Sihl_Zuerich_ScherfS,2017-07-26,5.0,0.053,1.0
Sihl_Zuerich_ScherfS,2017-08-15,6.0,1.368,26.0
Sihl_Zuerich_ScherfS,2017-09-17,7.0,0.579,11.0
Sihl_Zuerich_ScherfS,2017-10-30,8.0,0.895,17.0
Sihl_Zuerich_ScherfS,2017-11-19,9.0,0.737,14.0
Sihl_Zuerich_ScherfS,2017-12-23,10.0,,
Sihl_Zuerich_ScherfS,2018-02-21,11.0,1.0,19.0
sihl_zürich_himmelhebern,2017-05-22,1.0,0.0,0.0
sihl_zürich_himmelhebern,2017-06-23,2.0,0.667,20.0
sihl_zürich_himmelhebern,2017-07-30,3.0,0.767,23.0
sihl_zürich_himmelhebern,2017-08-27,4.0,0.0,0.0
sihl_zürich_himmelhebern,2017-10-16,5.0,0.067,2.0
sihl_zürich_himmelhebern,2017-11-29,6.0,0.033,1.0
sihl_zürich_himmelhebern,2018-01-22,7.0,0.033,1.0
sihlsee_einsiedeln_schilligerllacherl,2017-04-23,1.0,1.621,107.0
sihlsee_einsiedeln_schilligerllacherl,2017-05-20,2.0,0.409,27.0
sihlsee_einsiedeln_schilligerllacherl,2017-06-18,3.0,0.333,22.0
sihlsee_einsiedeln_schilligerllacherl,2017-07-15,4.0,1.061,70.0
sihlsee_einsiedeln_schilligerllacherl,2017-08-13,5.0,0.106,7.0
